pixel_id,sst_c_mean,anom_sst_c_mean,sst_c_sd,anom_sst_c_sd,year
1,,,,,2024
2,,,,,2024
3,,,,,2024
4,,,,,2024
5,,,,,2024
6,,,,,2024
7,,,,,2024
8,,,,,2024
9,,,,,2024
10,,,,,2024
11,,,,,2024
12,,,,,2024
13,,,,,2024
14,,,,,2024
15,,,,,2024
16,,,,,2024
17,,,,,2024
18,,,,,2024
19,,,,,2024
20,,,,,2024
21,,,,,2024
22,,,,,2024
23,,,,,2024
24,,,,,2024
25,,,,,2024
26,,,,,2024
27,,,,,2024
28,,,,,2024
29,,,,,2024
30,,,,,2024
31,,,,,2024
32,,,,,2024
33,,,,,2024
34,,,,,2024
35,,,,,2024
36,,,,,2024
37,,,,,2024
38,,,,,2024
39,,,,,2024
40,,,,,2024
41,,,,,2024
42,,,,,2024
43,,,,,2024
44,,,,,2024
45,,,,,2024
46,,,,,2024
47,,,,,2024
48,,,,,2024
49,,,,,2024
50,,,,,2024
51,,,,,2024
52,,,,,2024
53,,,,,2024
54,,,,,2024
55,,,,,2024
56,,,,,2024
57,,,,,2024
58,,,,,2024
59,,,,,2024
60,,,,,2024
61,,,,,2024
62,,,,,2024
63,,,,,2024
64,,,,,2024
65,,,,,2024
66,,,,,2024
67,,,,,2024
68,,,,,2024
69,,,,,2024
70,,,,,2024
71,,,,,2024
72,,,,,2024
73,,,,,2024
74,,,,,2024
75,,,,,2024
76,,,,,2024
77,,,,,2024
78,,,,,2024
79,,,,,2024
80,,,,,2024
81,,,,,2024
82,,,,,2024
83,,,,,2024
84,,,,,2024
85,,,,,2024
86,,,,,2024
87,,,,,2024
88,,,,,2024
89,,,,,2024
90,,,,,2024
91,,,,,2024
92,,,,,2024
93,,,,,2024
94,,,,,2024
95,,,,,2024
96,,,,,2024
97,,,,,2024
98,,,,,2024
99,,,,,2024
100,,,,,2024
101,,,,,2024
102,,,,,2024
103,,,,,2024
104,,,,,2024
105,,,,,2024
106,,,,,2024
107,,,,,2024
108,,,,,2024
109,,,,,2024
110,,,,,2024
111,,,,,2024
112,,,,,2024
113,,,,,2024
114,,,,,2024
115,,,,,2024
116,,,,,2024
117,,,,,2024
118,,,,,2024
119,,,,,2024
120,,,,,2024
121,,,,,2024
122,,,,,2024
123,,,,,2024
124,,,,,2024
125,,,,,2024
126,,,,,2024
127,,,,,2024
128,,,,,2024
129,,,,,2024
130,,,,,2024
131,,,,,2024
132,,,,,2024
133,,,,,2024
134,,,,,2024
135,,,,,2024
136,,,,,2024
137,,,,,2024
138,,,,,2024
139,,,,,2024
140,,,,,2024
141,,,,,2024
142,,,,,2024
143,,,,,2024
144,,,,,2024
145,,,,,2024
146,,,,,2024
147,,,,,2024
148,,,,,2024
149,,,,,2024
150,,,,,2024
151,,,,,2024
152,,,,,2024
153,,,,,2024
154,,,,,2024
155,,,,,2024
156,,,,,2024
157,,,,,2024
158,,,,,2024
159,,,,,2024
160,,,,,2024
161,,,,,2024
162,,,,,2024
163,,,,,2024
164,,,,,2024
165,,,,,2024
166,,,,,2024
167,,,,,2024
168,,,,,2024
169,,,,,2024
170,,,,,2024
171,,,,,2024
172,,,,,2024
173,,,,,2024
174,,,,,2024
175,,,,,2024
176,,,,,2024
177,,,,,2024
178,,,,,2024
179,,,,,2024
180,,,,,2024
181,,,,,2024
182,,,,,2024
183,,,,,2024
184,,,,,2024
185,,,,,2024
186,,,,,2024
187,,,,,2024
188,,,,,2024
189,,,,,2024
190,,,,,2024
191,,,,,2024
192,,,,,2024
193,,,,,2024
194,,,,,2024
195,,,,,2024
196,,,,,2024
197,,,,,2024
198,,,,,2024
199,,,,,2024
200,,,,,2024
201,,,,,2024
202,,,,,2024
203,,,,,2024
204,,,,,2024
205,,,,,2024
206,,,,,2024
207,,,,,2024
208,,,,,2024
209,,,,,2024
210,,,,,2024
211,,,,,2024
212,,,,,2024
213,,,,,2024
214,,,,,2024
215,,,,,2024
216,,,,,2024
217,,,,,2024
218,,,,,2024
219,,,,,2024
220,,,,,2024
221,,,,,2024
222,,,,,2024
223,,,,,2024
224,,,,,2024
225,,,,,2024
226,,,,,2024
227,,,,,2024
228,,,,,2024
229,,,,,2024
230,,,,,2024
231,,,,,2024
232,,,,,2024
233,,,,,2024
234,,,,,2024
235,,,,,2024
236,,,,,2024
237,,,,,2024
238,,,,,2024
239,,,,,2024
240,,,,,2024
241,,,,,2024
242,,,,,2024
243,,,,,2024
244,,,,,2024
245,,,,,2024
246,,,,,2024
247,,,,,2024
248,,,,,2024
249,,,,,2024
250,,,,,2024
251,,,,,2024
252,,,,,2024
253,,,,,2024
254,,,,,2024
255,,,,,2024
256,,,,,2024
257,,,,,2024
258,,,,,2024
259,,,,,2024
260,,,,,2024
261,,,,,2024
262,,,,,2024
263,,,,,2024
264,,,,,2024
265,,,,,2024
266,,,,,2024
267,,,,,2024
268,,,,,2024
269,,,,,2024
270,,,,,2024
271,,,,,2024
272,,,,,2024
273,,,,,2024
274,,,,,2024
275,,,,,2024
276,,,,,2024
277,,,,,2024
278,,,,,2024
279,,,,,2024
280,,,,,2024
281,,,,,2024
282,,,,,2024
283,,,,,2024
284,,,,,2024
285,,,,,2024
286,,,,,2024
287,,,,,2024
288,,,,,2024
289,,,,,2024
290,,,,,2024
291,,,,,2024
292,,,,,2024
293,,,,,2024
294,,,,,2024
295,,,,,2024
296,,,,,2024
297,,,,,2024
298,,,,,2024
299,,,,,2024
300,,,,,2024
301,,,,,2024
302,,,,,2024
303,,,,,2024
304,,,,,2024
305,,,,,2024
306,,,,,2024
307,,,,,2024
308,,,,,2024
309,,,,,2024
310,,,,,2024
311,,,,,2024
312,,,,,2024
313,,,,,2024
314,,,,,2024
315,,,,,2024
316,,,,,2024
317,,,,,2024
318,,,,,2024
319,,,,,2024
320,,,,,2024
321,,,,,2024
322,,,,,2024
323,,,,,2024
324,,,,,2024
325,,,,,2024
326,,,,,2024
327,,,,,2024
328,,,,,2024
329,,,,,2024
330,,,,,2024
331,,,,,2024
332,,,,,2024
333,,,,,2024
334,,,,,2024
335,,,,,2024
336,,,,,2024
337,,,,,2024
338,,,,,2024
339,,,,,2024
340,,,,,2024
341,,,,,2024
342,,,,,2024
343,,,,,2024
344,,,,,2024
345,,,,,2024
346,,,,,2024
347,,,,,2024
348,,,,,2024
349,,,,,2024
350,,,,,2024
351,,,,,2024
352,,,,,2024
353,,,,,2024
354,,,,,2024
355,,,,,2024
356,,,,,2024
357,,,,,2024
358,,,,,2024
359,,,,,2024
360,,,,,2024
361,,,,,2024
362,,,,,2024
363,,,,,2024
364,,,,,2024
365,,,,,2024
366,,,,,2024
367,,,,,2024
368,,,,,2024
369,,,,,2024
370,,,,,2024
371,,,,,2024
372,,,,,2024
373,,,,,2024
374,,,,,2024
375,,,,,2024
376,,,,,2024
377,,,,,2024
378,,,,,2024
379,,,,,2024
380,,,,,2024
381,,,,,2024
382,,,,,2024
383,,,,,2024
384,,,,,2024
385,,,,,2024
386,,,,,2024
387,,,,,2024
388,,,,,2024
389,,,,,2024
390,,,,,2024
391,,,,,2024
392,,,,,2024
393,,,,,2024
394,,,,,2024
395,,,,,2024
396,,,,,2024
397,,,,,2024
398,,,,,2024
399,,,,,2024
400,,,,,2024
401,,,,,2024
402,,,,,2024
403,,,,,2024
404,,,,,2024
405,,,,,2024
406,,,,,2024
407,,,,,2024
408,,,,,2024
409,,,,,2024
410,,,,,2024
411,,,,,2024
412,,,,,2024
413,,,,,2024
414,,,,,2024
415,,,,,2024
416,,,,,2024
417,,,,,2024
418,,,,,2024
419,,,,,2024
420,,,,,2024
421,,,,,2024
422,,,,,2024
423,,,,,2024
424,,,,,2024
425,,,,,2024
426,,,,,2024
427,,,,,2024
428,,,,,2024
429,,,,,2024
430,,,,,2024
431,,,,,2024
432,,,,,2024
433,,,,,2024
434,,,,,2024
435,,,,,2024
436,,,,,2024
437,,,,,2024
438,,,,,2024
439,,,,,2024
440,,,,,2024
441,,,,,2024
442,,,,,2024
443,,,,,2024
444,-1.76872948023791,-0.148982236711461,0.0240803386043302,0.133863480719961,2024
445,-1.76195010689438,-0.141905734502542,0.0290684652554322,0.139472113471528,2024
446,-1.7782103422561,-0.155167346082302,0.0226850953775483,0.149858097950021,2024
447,-1.74790637968668,-0.119952183323683,0.0742277089169733,0.102215512634077,2024
448,-1.71716526134418,-0.0819501343903341,0.125837765753966,0.0752624998906978,2024
449,-1.69281758571583,-0.0498292337603043,0.164750653365849,0.0606182166147252,2024
450,-1.67939545841165,-0.0286407096901797,0.184502468794674,0.0564300831566365,2024
451,-1.67944326589668,-0.0214719939569795,0.190963313072954,0.0583649734001616,2024
452,-1.68313178827202,-0.0195901633826812,0.190752826126698,0.0591294080055463,2024
453,-1.68767414001819,-0.0180601088973933,0.187565029139638,0.0611808200536736,2024
454,-1.6709152585496,0.00408128411712664,0.231917048499822,0.105523303553028,2024
455,-1.6359494133888,0.044569670790781,0.317342072166973,0.190562615024051,2024
456,-1.60154025881587,0.0861475383290319,0.412223169712819,0.288920318031864,2024
457,-1.61218916592214,0.0797096978233048,0.405731423917505,0.287181392070607,2024
458,-1.60082304634439,0.0942178956497603,0.428927023316834,0.311056360352787,2024
459,-1.5822745493659,0.115686472520599,0.46208858794345,0.346394264192557,2024
460,-1.59400610951452,0.10479849442977,0.440119569192573,0.333758370494684,2024
461,-1.59862359122582,0.101051910620061,0.4273579798775,0.324354284391686,2024
462,-1.60968233649034,0.0904644789756912,0.402780454558347,0.303114445898336,2024
463,-1.60243165203945,0.09701844051549,0.407815812250518,0.310052717346993,2024
464,-1.59617824245835,0.101171445467285,0.370496534223516,0.275402699785474,2024
465,-1.59543371257561,0.110614751355565,0.302659589186985,0.219854626081792,2024
466,-1.58640023243558,0.16650272737247,0.212923993856384,0.173037288657959,2024
467,-1.63439887452647,0.13991802922053,0.121442581007049,0.107205618883713,2024
468,-1.72805665946398,0.0374453539846852,0.0855729680919671,0.0840568959438052,2024
469,-1.76895145966056,-0.00798838782058061,0.0822494455974129,0.0809953882400376,2024
470,,,,,2024
471,,,,,2024
472,,,,,2024
473,-1.673633831772,0.0409562832630072,0.0634070806617037,0.0209477690685576,2024
474,-1.68081280019114,0.0329098350831557,0.0584966301159402,0.0160340834889308,2024
475,-1.69047127199955,0.0229234965085535,0.0544886028119959,0.0119039367015863,2024
476,-1.71217796287901,0.0253356743878761,0.04270234157666,0.0126595585629542,2024
477,-1.7291222416638,0.0128517756912898,0.0335022487440626,0.00531056612745654,2024
478,-1.73643098535434,0.0050443988121649,0.0285550774699347,0.00261428683168748,2024
479,-1.73178275882221,0.00938524560280185,0.0295414246736747,0.00301641870701282,2024
480,-1.70309764863363,0.037284835267181,0.0401909687093124,0.0135045264695823,2024
481,-1.663254730037,0.0773053257395335,0.0571813468678086,0.0298586926427044,2024
482,-1.65296101179279,0.0866017738469148,0.0602929820784551,0.0337708589787663,2024
483,-1.65085377132958,0.0884357902521644,0.0603844323824009,0.034150332022087,2024
484,-1.64839817298566,0.0910245879181747,0.0608079044872614,0.034125078607687,2024
485,-1.64608943169234,0.0934323744919619,0.0611032501187876,0.0341316806395799,2024
486,-1.6447677123742,0.0944193962432159,0.0610223625702658,0.0341286497581203,2024
487,-1.64491798512923,0.0939890684081556,0.0609375266366611,0.0340170570018284,2024
488,-1.64684421247472,0.0913627026653518,0.0606369225079436,0.0337869552349618,2024
489,-1.6490368318688,0.0887329209127713,0.0596547020404558,0.0332048773613777,2024
490,-1.65161538482364,0.0855942595994375,0.0581702831078729,0.0313992503031816,2024
491,-1.65794392915371,0.0791427575540347,0.0558009709127883,0.0285960630372501,2024
